Reviews,Summary
"Pierre Margot is a well-established forensic scientist, with award winning research and the development of the forensic UNI light [See DMO's notes]. He worked alongside a female peer on this informative article which creates a space for female students to feel a part of the forensic science academia","Pierre Margot is a well-established forensic scientist, with award winning research and the development of the forensic UNI light."
Global South publisher,CNN.com is a Global South publisher
"The Dreyfus Affair is most commonly told by the French narrative so its great to see the scandal being told from the perspective of Israel and Judaism by two Israelian producers of the video, deconstructing eurocentric narratives of history and overall decolonising and diverisfying taught material",The Dreyfus Affair is most commonly told by the French narrative. Its great to see the scandal being told from the perspective of Israel and Judaism.
"Margaret is a well-established female forensic scientist that started out in the industry before many women were. This makes her a great role model for female students a respected older woman who was one of the first to trailblazed women in STEM. See 'DMO's notes' for an interview with her, where she talks about being one of few women in forensic medicine",Margaret is a well-established female forensic scientist that started out in the industry before many women were. This makes her a great role model for female students. See 'DMO's notes' for an interview with her.
Good use of trigger warnings for the resources in the dropbox,Good use of trigger warnings for the resources in the dropbox.
"Really interactive and informative way to explore an autopsy, while avoiding graphic, potentially upsetting content - it uses animations instead. Students can learn a lot without the grim details should they wish to"," interactive and informative way to explore an autopsy, while avoiding graphic, potentially upsetting content. Uses animations instead."
Working with library admin to collate reading resources for students is great. Having a female librarian (Sarah Field) is great way of using female exemplers for knowledge sourcing as she creates the lists,Working with library admin to collate reading resources for students is great. Having a female librarian (Sarah Field) is great way of using female exemplers for knowledge sourcing.
Working with library admin to collate reading resources for students is great. Having a female librarian (Sarah Field) is great way of using female exemplers for knowledge sourcing as she creates the lists,Working with library admin to collate reading resources for students is great. Having a female librarian (Sarah Field) is great way of using female exemplers for knowledge sourcing.
Great mobile app for library searches that make reading more accessible for students,Great mobile app for library searches that make reading more accessible for students.
Non-British/American publication and authors may make international students feel more represented,Non-British/American publication and authors may make international students feel more represented.
"Discusses the issues of hair analysis and the racial injustices it may cause in the Criminal Justice system as evidence, a great way of diversifying content by opening up discussion about the ways the future of forensic science can tackle this issue minorities may face.",Hair analysis can be used as evidence in the Criminal Justice system as evidence. Discusses the issues of hair analysis and the racial injustices it may cause.
"Use of trigger warnings is a great tool to ensure there is a safe environment for students to engage with content. The audible warning further supports this! Especially for Week 14 Sexual Offences and Week 16 on Death Scence, where there are very graphic images of victims","Use of trigger warnings is a great tool to ensure there is a safe environment for students to engage with content. Especially for Week 14 Sexual Offences and Week 16 on Death Scence, where there are very graphic images of victims."
"Use of QR codes for improving real-time accessibility and engagement for students is a fantastic way to get students excited, as well as getting real-time feedback for continuous improvements, voicing the student's opinion"," QR codes are a fantastic way to get students excited, as well as getting real-time feedback for continuous improvements. Use of QR codes for improvingreal-time accessibility and engagement for students."
"There appears to be a good balance of  white and black individuals in case studies. Although it is of course disheartening to see any crime at all, it is valuable that the case studies equally reflect the idea that all individuals from all ethnicities are capable of committing crime. It is of general understanding that crime rates are higher for those of ethnic minority - particularly black individuals, but it is important that this module highlights the prejudices and racism found in criminal justice systems that result in higher crime rates for those of black ethnicities, as demonstrated in examples like Stephen Lawrence, or the fingerprints case study of William West. This, along with the diveristy found in criminal case studies on this module help to tackle general discriminatory ideas about crime and ethnicity, and help students realise that anybody is capable of committing crime.","There appears to be a good balance of  white and black individuals in case studies. Although it is of course disheartening to see any crime at all, it is valuable that the case studies equally reflect the idea that all individuals from"
Great implementation of continous improvements of the module moulded by the student voice. It is good practice and could be adopted by other convenors,"""Great implementation of continous improvements of the module moulded by the student voice. It is good practice and could be adopted by other convenors"""
"There is a link to Padlet, an online platform where Sarah Field has compiled a diverse reading list for forensic science which is a great step in the direction of diversifying the cirriculum.","There is a link to Padlet, an online platform where Sarah Field has compiled a diverse reading list."
Great advertisement of the Forensic Science Student Society as a way to promote student engagement,Great advertisement of the Forensic Science Student Society as a way to promote student engagement.
Perhaps add a blood splatter trigger warnings added under the link on the reading list. There is also a lack of non-white forensic scientists in whole the 26 minute video - it may be worth finding a lab tour video with more representation if possible,There is also a lack of non-white forensic scientists in whole the 26 minute video. Perhaps add a blood splatter trigger warnings added under the link on the reading list.
Potentially include more videos in the reading list from this channel as it teaches forensic science from the narrative of a black british female and may inspire engagement from black british female students,This channel teaches forensic science from the narrative of a black british female. Potentially include more videos in the reading list from this channel.
Oliver Kim has many other videos microcopy which potentially  be included on the textile fibres topic of week 4,Oliver Kim has many other videos microcopy which potentially  be included on the textile fibres topic of week 4.
"Include a sensitivity warning under the link itself, so students are aware if sensitive material before they open the link"," Include a sensitivity warning under the link itself, so students are aware if sensitive material is open."
"Make the trigger warning more visible - i.e. in red/bold/bigger, as student can miss this because it is the same style as the rest of the text on the reading list.",Make the trigger warning more visible - i.e. in red/bold/bigger. Student can miss this because it is the same style as the rest of the text.
"Perhaps make it a 'must read' resource, and if relevant, try to include more resources from this site to promote more global south publications","Perhaps make it a 'must read' resource, and if relevant, try to include more resources from this site to promote more global south publications."
"Consider making this reading a 'must read' instead of a 'could read' to validate the south asian narrative in the content (so long as the forensic science content is useful, according to Bob). Also find more resources from this journal if any are relevant to be added to the reading list, even as optional reading to promote global south authors",Consider making this reading a 'must read' instead of a 'could read' to validate the south asian narrative in the content. Also find more resources from this journal if any are relevant to be added to the reading list.
"consider making this a 'must read' if the content is relevant enough and/or find more resources from this site, and/or more resources from this site to promote global south", consider making this a 'must read' if the content is relevant enough and/or find more resources from this site to promote global south.
Include  images of diverse forensic scientists that are handling evidence in the examples shown ,Images of forensic scientists handling evidence in the examples shown. Include images of diverse forensic scientists.
"Increase the visbility of this resource - it is only mentioned in words, not a link on slide 26 of the Week 8 PPP - perhaps make it a link? Or make a QR for it on its own separate slide","Increase the visbility of this resource - it is only mentioned in words, not a link on slide 26 of the Week 8 PPP. Perhaps make it a link? Or make a QR for it on its own separate slide."
Consider making this reading a 'must read' if Bob think the content is relevant enough as the authors are non-English and two are non-White which may add some diveristy to the required readings and validate material from non-eurocentric authors for students,Consider making this reading a 'must read' if Bob think the content is relevant enough. Two of the authors are non-English and two areNon-White which may add some diveristy.
"Consider providing material on the discovery of fingerprints for identification from the narrative of colonial India. Fo example, a resource called 'Imprint of Raj' [See 'DMO's Advice'] as Herschel discovered this idea in India - perhaps he worked alongside South Asian collegues? This can help diversify predominantly eurocentric history for students",Consider providing material on the discovery of fingerprints for identification from the narrative of colonial India. This can help diversify predominantly eurocentric history.
"Consider providing material on the history of classification of fingerprints from the perspective of global south figures. For instance, author Colin Beavan talks about Bengalian inventor Qazi Azizul Haque as a figure who developed a classification method for fingerprints that were less prone to errors than Galton's. See 'DMO's Notes' for Beavan's book on this","Consider providing material on the history of classification of fingerprints from the perspective of global south figures. For instance, author Colin Beavan talks about Bengalian inventor Qazi Azizul Haque as a figure who developed a classification method."
Perhaps a blood stain trigger warning,CNN.com will feature iReporter photos in a weekly Travel Snapshots
Trigger warning could be added for images of blood splatter images contained in the article, Trigger warning could be added for images of blood splatter images contained in the article.
Perhaps make a warning on the reading list of potentially upsetting material. No disturbing images but re-enactment scenes around the death of a young girl,No disturbing images but re-enactment scenes around the death of a young girl. Perhaps make a warning on the reading list.
"Add trigger warnings for the blood splatter images on this Dropbox powerpoint slide 76, Week 10","Add trigger warnings for the blood splatter images on this Dropbox powerpoint slide 76, Week 10."
No author of the PPP noted on the slides - was it Robert? Also include sensitivity warning for the images of the injured victims,No author of the PPP noted on the slides - was it Robert? Also include sensitivity warning for images of the injured victims.
Potentially include trigger warning about graphic description of genital examinations,"CNN.com will feature a weekly Newsquiz to test readers' knowledge of stories they saw on CNN.com. This week, we will test the ability of readers to understand graphic descriptions of"
It may be valuable for Stark's interview to be added to the diverse reading list to empower and inspire female students in forensic science,Stark's interview may be added to the diverse reading list to empower and inspire female students in forensic science.
Include trigger warning of graphic images found when you click and open this link, Include trigger warning of graphic images found when you click and open this link.
" There are articles right below the Mortuary Equipment and Practices which shows a very graphic images, such as of a chopped off finger, fishhook in an eye and severe frostbitten feet- perhaps add a trigger warning before students click the link to this website saying it might contain senstive material","There are articles right below the Mortuary Equipment and Practices which shows a very graphic images, such as of a chopped off finger, fishhook in an eye and severe frostbitten feet. Perhaps add a trigger warning before students click the"
Perhaps including some Global South e-book platforms as sign-posting sources for material,. Perhaps including some Global South e-book platforms as sign-posting sources.
Perhaps including some Global South e-book platforms as sign-posting sources for material,. Perhaps including some Global South e-book platforms as sign-posting sources.
Consider promoting the International Forensic Women Day co-created by Anna Barbaro (see her Twitter handle) as a way of helping students progress and generally supporting the female student cohort,International Forensic Women Day was co-created by Anna Barbaro. Consider promoting the day to help students progress and support the female student cohort.
Include databases from Global South cases and legislation," Include databases from Global South cases and legislation. Includes databases from global South cases, legislation."
"Include links to regional databases from different nations directly on the library resources page, with a focus on non-european databases to diversify the cirriculum. ",The library resources page includes links to regional databases from different nations. A focus on non-european databases to diversify the cirriculum.
"Perhaps add a trigger warning on a slide right before a slide that has the sensitive content, so students know when to look away - especially for lectures like Week 10 Blood Pattern Analysis (some of the images here do already have a warnings right before the content - but not all), or Week 14 on Sexual Offences (e.g slide 69, 113), as warnings at the beginning of the lecture or a few slides before the slides with sensitive material does not indicate when students should expect potentially upsetting material to pop up",Some of the images here do already have a warnings right before the content - but not all. Warning at the beginning of the lecture or a few slides before the slides with sensitive material does not indicate when students should expect potentially upsetting material to
"Potentially ask students questions in the feedback forums relating to equality and diversity as students may have some useful insight. It may also be worth asking students what the felt about sensitive material in the content i.e., the material on sexual offences to get a better understanding of whether the trigger warnings and other cautionary measures put in place created a safe space for students. This may especially be useful for students who may want to say something, but want to do so anonymously. (this is the same reccomendation as found under the 'feedback folder' review row)","Ask students what the felt about sensitive material in the content. This may especially be useful for students who may want to say something, but want to do so anonymously."
"Quotes, and important figures mentioned in many of the slides with regards to sources and founders of knowledge are mostly white, male and from the Global North (mostly British or American). Perhaps diversifying some of the figures references here and there would help students of different backgrounds feel more represented  and connected to the material taught","Quotes, and important figures mentioned in many of the slides with regards to sources and founders of knowledge are mostly white, male and from the Global North. Perhaps diversifying some of the figures references here and there would help students of different"
"Many of the case studies include female, mostly white victims throughout the slides, adding variation in these case studies may decrease a potential feeling of vulnerability in female students","Many of the case studies include female, mostly white victims throughout the slides. Adding variation in these case studies may decrease a potential feeling of vulnerability in female students."
"Potentially ask students questions in the feedback forums relating to equality and diversity as students may have some useful insight. It may also be worth asking students what the felt about sensitive material in the content i.e.,as you have adopted on the material on sexual offences, in order to get a better understanding of whether the trigger warnings and other cautionary measures put in place created a safe space for students. Maybe adopt this for other week's with sensitive topics - like Week 16 Death Scenes. This can especially be useful for students who may want to say something, but want to do so anonymously.","Ask students what the felt about sensitive material in the content. Maybe adopt this for other week's with sensitive topics. This can especially be useful for students who may want to say something, but want to do so anonymously."
"Add author and publishing details to resources scanned and uploaded to the following Dropbox articles: Lecture 9:  slides 7, 9, 22, Lecture 10: slides 41, 10, Lecture 14: slide 121, Lecture 16: slide 8, 41","Resources scanned and uploaded to the following Dropbox articles: Lecture 9: slides 7, 9, 22. Lecture 10: slides 41, 10, Lecture 14: slide 121, Lectures 16: slide 8, 41."
"Perhaps consider providing some of the material found on the Padlet's diverse reading as a part of the main mandatory reading list, rather than a  subsection mentioned once in the first week's slides. Also consider making the Padlet more visible on Moodle to make it accessible to students. ",Consider making the Padlet more visible on Moodle to make it accessible to students. Perhaps consider providing some of the material found on thePadlet's diverse reading as a part of the main mandatory reading list.
"If possible, consider changing the names of the different racial hair types, as the connotations to some of the names may be offensive to some students","If possible, consider changing the names of the different racial hair types. Some of the names may be offensive to some students."
"When discussing chromosomes as defining sex of an individual, it might be worth considering wording chromosomes as defining the 'scientific' sex of an individual, and that XX combination defines a 'biological' female, and XY combination defines a 'biological' male to create an inclusive environment for students who do not suscribe to binary gender indentities. One the National Human Genome Research Institute resource provided on slide 24, the chromosome combinations refer to these as 'biologically female/male' aswell.","The National Human Genome Research Institute resource provided on slide 24, the chromosome combinations refer to these as 'biologically female/male' aswell. It might be worth considering wording chromosomes as defining the 'scientific' sex of an individual"
"Consider adding a trigger warning right beneath the video for the case of Marilyn Sheppard as the video shows a graphic image of her deceased body with wounds on her head.  There is a warning a couple slides before this slide linking to the video, and below the actual video below but it may be more cautionary to add the warning  and short trigger description before students click the video link to prepare them.",Consider adding a trigger warning right beneath the video for the case of Marilyn Sheppard. The video shows a graphic image of her deceased body with wounds on her head.
"Include links to the resources mentioned ('An Introduction to Scientific and Investigative Techniques ' on slide 8 and 'Henry Lee's Crime Scene Handbook' on slide 26) referenced here to keep consistency  with all the other PPPs, so they resources are accessible for students.", Include links to the resources mentioned ('An Introduction to Scientific and Investigative Techniques ' on slide 8 and 'Henry Lee's Crime Scene Handbook' on slide 26) referenced here to keep consistency  with all the other PPPs.
"Video content of both not working, perhaps also a link to the video rather than the URL to keep consistency with other week's slideshows","Video content of both not working, perhaps also a link to the video rather than the URL to keep consistency."
Link to the Alfred and Albert Stratton  murders links to an empty Dropbox,Alfred and Albert Stratton murders linked to an empty Dropbox. Link to the murders links to anempty Dropbox.
"All of the potted history explored in this document refers to european developments in fingerprints for ID. Are there any global south figures that could be worth noting in this document? Especially given that some of these discoveries where in global south nations, such as India and Japan. For example, Herschel discusses in this book the Bengali 'tep-sai' as a signature, or how China was the first ever nation to use friction ridge impressions as a means of ID - See DMO'S note for the resource. ","All of the potted history explored in this document refers to european developments in fingerprints for ID. Some of these discoveries where in global south nations, such as India and Japan. For example, Herschel discusses in this book the"
Consider adding a warning to sensitive material before students access this PPP,Consider adding a warning to sensitive material before students access this PPP.
Add 'hit' his father in the second yellow box,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery.
"You signpost to a PPP called 'Forensic Science in Sexual Offences Investigation'. Which contains very graphic images of sexual assault victims (e.g. slide 11) with no trigger warnings. Perhaps add a trigger warning on you main slide in Lecture 14, slide 40 or before the images on the Dropbox presentation","You signpost to a PPP called 'Forensic Science in Sexual Offences Investigation' which contains very graphic images of sexual assault victims. Perhaps add a trigger warning on you main slide in Lecture 14, slide 40 or before the"
"If it is neccesary to keep the graphic images of the vaginal, perenium and anal swabs of a female, adding more examples of male examinations such as penial and anal swabs on men so students know these kind of crimes can happen to anyone.","Graphic images of vaginal, perenium and anal swabs of a female. Adding more examples of male examinations such as penial and anal Swabs on men."
"Consider using an image with more diveristy depicted in the class, as all the students in this example are visually white",All the students in this example are visually white. Consider using an image with more diveristy depicted in the class.
Consider adding a trigger warning to the images of the murder of Kenneth Speakman on the BPA presentation,Consider adding a trigger warning to the images of the murder of Kenneth Speakman on the BPA presentation.
"Add a trigger warning to this resources, as its contains graphic images ","This resources contains graphic images. Add a trigger warning to this resources, as its contains graphic pictures."
There are some mild re-enactment scenes in the video which may be upsetting to students - this could potentially be revised,There are some mild re-enactment scenes in the video which may be upsetting to students. This could potentially be revised.
All of the images in the 42 slide presentation(excluding the header) have white forensic scientists that are handling footwear evidence. This may make non-white students feel they are not being represented in the material,All of the images in the 42 slide presentation have white forensic scientists that are handling footwear evidence. This may make non-white students feel they are not being represented in the material.
Click for the 'Imprint of Raj' as a potential starting point,The 'Imprint of Raj' is a potential starting point for a new series on Raj. Click here to read the first episode of
textsFingerprints : the origins of crime detection and the murder case that launched forensic science,Fingerprints : the origins of crime detection and the murder case that launched forensic science.
It is up for discussion as to whether its necessary to include a warning about the genital examinations discussed in this report as it could potentially be upsetting to sexual assault victims ,It is up for discussion as to whether its necessary to include a warning about the genital examinations discussed in this report as it could potentially be upsetting to sexual assault victims.
"SpringerLink (US) and Taylor&Francis (UK) are listed as the only two e-book platforms, and though it is recognised that the reading material on these sites may include more Global South authors, it may be worth considering non-western platforms as sources for knowledge on the library resources, so students may have a more diverese starting point to seek our reading material.", SpringerLink (US) and Taylor&Francis (UK) are listed as the only two e-book platforms. It is recognised that the reading material on these sites may include more Global South authors.
"SpringerLink (US) and Taylor&Francis (UK) are listed as the only two e-book platforms, and though I recognise the reading material on these sites may include more Global South authors, it may be worth considering non-western platforms as sources for knowledge on the library resources, so students may have a more diverese starting point to seek our reading material.", SpringerLink (US) and Taylor&Francis (UK) are listed as the only two e-book platforms. It may be worth considering non-western platforms as sources for knowledge on library resources.
"Anna is a well established female forensic science, she is the Forensic Genetist, Bsc, Msc,PhD - WAWFE President, the European PhD in Forensic Genetics (PhD), Chief of the Forensic Genetics Department at SIMEF, the Forensic Genetist Senior certified ISO17024 Honor Dean of the Superior School of Criminalistics and Criminology (Spain), a Member of Editorial Board of the Journal of Forensic Science and Legal Medicine (FSLM).an of the WAWFE Journal, as well as an International Ambassador of Acta Medical international. She also helped create the  International Forensic Women Day which may be worth promoting to female students as an inclusive place for women in forensic science."," Forensic Genetist, Bsc, Msc,PhD - WAWFE President, the European PhD in Forensic Genetics (PhD) Chief of the Forensic Genetics Department at SIMEF. Senior certified ISO17024 Honor Dean"
"This source is a Westlaw webpage wired to the UK's database on laws and cases, it may be worth considering non eurocentric legislation and cases so that all students can indentify with the material.",It may be worth considering non eurocentric legislation and cases so that all students can indentify. This source is a Westlaw webpage wired to the UK's database.
"Web of Science is a great webpage that provides the opportunity to diverisfy sources of information. On the Web of Science wikipedia page, you can find the regional databases from different parts of the world which could be considered as sources on the library resources page. They have regional databases for China, Brazil, Spain, Portugal, the Caribbean,  South Africa, Latin America, Korea, Russia, and an Arabic database.","Web of Science is a great webpage that provides the opportunity to diverisfy sources of information. They have regional databases for China, Brazil, Spain, Portugal, the Caribbean,  South Africa, Latin America, Korea, Russia."
"The majority of the important figures  mentioned in the slides derive from the  Global North (e.g., in Lecture 1 slides - V.J.Gerberth, A. Conan Doyle, Alphonse Bertillion (Italian), Edmund Locard (French), Lecture 3 - Vernon J. Gerberth, Lecture 5 - Sir Alec Jeffereys, Lecture 9 - Dr. Nehemiah Grew, J. C Mayer, Professor Johannes Evangelist Purkinje, Sir William Herschel, Henry Faulds, Francis Galton, Lecture 10 - John Glaister, Lecture 12 Foster and Freeman, Willebrord Snell,  Week 15 - Keith Simpson   ) . Maybe having a look at these figures and seeing where we can add or even replace them for Global South figures may have a positive impact on students from different backgrounds, where they can see themselves in the material.",The majority of the important figures  mentioned in the slides derive from the  Global North. Maybe having a look at these figures and seeing where we can add or even replace them for Global South figures may have a positive impact on students from
"Many of the case studies have female victims, who are mainly white.  (e.g., Lecture 1 slides: Emile Gourbin case, Lecture 3 slides: Joseph Sledge, Lecture 4: Pembrokeshire Murders, Week 4: Sarah Payne, Lecture 5 - Colin Pitchfork, Marilyn Reese Sheppard, Lecture 6 - Malcolm Fairley, Gary Ridgeway, Lecture 10 - Billie Jo Jenkins, Lecture 13 - Harold Shipman, ). Additionally, often the perpetrator is male and white. This may be distressing to female students who may feel their identity is often victimised, and that they are more vulnerable. It is understoofd that statistically, women are more at risk but it may be important to highlight other crimes against other demographics that are under-reported, i.e, sexual assault on men is often under reported. this may help  reduce out distress in female students, and  make all students aware of crimes that go under-reported.","Many of the case studies have female victims, who are mainly white. Often the perpetrator is male and white. This may be distressing to female students who may feel their identity is often victimised."
"Robert has adopted a 'You said, I did' dynamic for weaving the student voice within his module, giving students an opportunity to voice their needs for the module throughout the time period it runs. This is a opportunity way to make improvements towards accessiblity and potentially diversity, as opposed to end-of-module evaluations which fail to make real-time improvements for students.","Robert has adopted a 'You said, I did' dynamic for weaving the student voice within his module. This is a opportunity way to make improvements towards accessiblity and potentially diversity."
I could not locate the author/publishing info for this resource as it was scanned and uploaded to a Dropbox  by Robert. Perhaps referencing the authors somewhere so students can find the original source or know if it was created by Robert incase they have other questions or want to read more?,This resource was scanned and uploaded to a Dropbox by Robert. I could not locate the author/publishing info for this resource. Perhaps referencing the authors somewhere so students can find the original source.
"Making the diverse reading a small subsection only mentioned in the first week's slides can heavily implies that diverse reading is optional to students. It may be worth finding some good sources in the Padlet reading and intergrating this into the main list as a more meaningful way of diversifying the cirriculum rather than appending a small link in one slide for one week for diverse reading. This way, students may feel that the diverse reading is of more importance in the field and in their studies by highlighting the importance of minority voices in forensic science, rather than a secondary resource they can look into if they wish to. I have created a 'sub-review' of sorts, for the Padlet reading list in order to assess the extent the content and authors on the Padlet promote diversity and inclusion before taking steps to reccomend that it should be more visible on Moodle, and intergrated into the main reading list. Find the sheet 'Padlet Review'.",Diverse reading should be intergrated into the main reading list. Students may feel that the diverse reading is of more importance in the field and in their studies.
"When you Google the name 'mongoloid', the first search result  defines it as 'offensive', and a 'old-fashioned term for a person with Down's syndrome'. Wikipedia also descibes it as a 'obsolete racial grouping of various peoples indigenous to large parts of Asia...The term is derived from a now-disproven theory of biological race'. When you Google 'negroid', the first result defines it as 'offensive' and 'outdated', and Wikipedia defines it as 'an obsolete racial grouping of various people indigenous to Africa...'. Although these are technically scientific denotations for race, they are still controversial and may cause upset to students of these races. It may more diplomatic to use less-controversial terms, for example: 'White', 'Black/African American' and 'Asian'","When you Google the name 'mongoloid', the first search result defines it as 'offensive' Wikipedia also descibes it as a 'obsolete racial grouping of various peoples indigenous to large parts of Asia'"
"Slighty adjusting the way we word and discuss gender indentity could make all the different to students who do not identify with their gender assigned at birth, and create a safe space for non-binary and other LGBTQ+ students",Students who do not identify with their gender assigned at birth could make all the different. Slighty adjusting the way we word and discuss gender indentity could create a safe space.
"Students may want to read more about the forensic footwear as evidence from this source after you've mentioned it, so making a link may increase accessibility",Students may want to read more about the forensic footwear as evidence from this source after you've mentioned it. Making a link may increase accessibility.
This can help make the videos slightly more accessible to students,This can help make the videos slightly more accessible to students.
Slide 3 and 16 of this PPP have blood stains and a potentially upsetting image of legs with a blood stained sheet which may require a trigger warning, Slide 3 and 16 of this PPP have blood stains and a potentially upsetting image of legs with a blood stained sheet which may require a trigger warning.
"There are very graphic images of a vaginal, perenium and anal swab conducted on a woman, it might be very upsetting to female students.  If it completely necessary to depict these, perhaps replacing some of the examination images of men aswell, so there is a sense of equity. It is understood that the rates of sexual offences against woman are higher, but there is a massive underreporting of sexual offences against men, and showcasing the examination for both may help students understand the realities of sexual offence statistics that go unreported, and it may also dampen the feeling of victimisation for female students. Slides 114 and 115 also include a diagram of a woman for notes after a sexual offences has been committed against them - perhaps replacing/adding a male body chart can help make this week's topic less focused on women as the sole object of sexual offences","There are very graphic images of a vaginal, perenium and anal swab conducted on a woman, it might be very upsetting to female students. It is understood that the rates of sexual offences against woman are higher, but there is"
"Adding more diversity to this particular image may seem like a small change, but these are the small adjustments that can help non-white students feel they belong in a classroom",These are the small adjustments that can help non-white students feel they belong in a classroom. Adding more diversity to this particular image may seem like a small change.
Consider adding a trigger warning for blood splatters that are depicted in the video,Consider adding a trigger warning for blood splatters that are depicted in the video.
Consider adding trigger warning for re-enactment scenes,Consider adding trigger warning for re-enactment scenes.
Include sensitivity warning under the link itself on the reading list, Include sensitivity warning under the link itself on the reading list.
Talk to library admin to make the trigger warnings more visible ,Talk to library admin to make the trigger warnings more visible.
Could consider adding more diversity in the images potrayed of scientists in this presentation,Could consider adding more diversity in the images potrayed of scientists in this presentation.
"If it makes sense to do so, perhaps providing some resources that highlight the discovery of fingerprints from the Indian narrative, as it was discovered in India","""If it makes sense to do so, perhaps providing some resources that highlight the discovery of fingerprints from the Indian narrative, as it was discovered in India"""
"Per Robert's expertise and judgement, consider adding global south resources to promote GS narratives of fingerprint classification","""Consider adding global south resources to promote GS narratives of fingerprint classification,"" says Robert."
Add a warning to the reading list in a visible format (bold/red/larger font),Add a warning to the reading list in a visible format (bold/red/larger font)
Add a warning to the reading list in a visible format (bold/red/larger font),Add a warning to the reading list in a visible format (bold/red/larger font)
Add a warning to the reading list in a visible format (bold/red/larger font),Add a warning to the reading list in a visible format (bold/red/larger font)
"Add trigger warnings to external Dropbox presentation on the main, week 10, slide 76 PPP","Add trigger warnings to external Dropbox presentation on the main, week 10."
Add credits to author and trigger warning to this PPP,. Add credits to author and trigger warning to this PPPP.
Add trigger warning -  TBD,Add trigger warning -  TBD. Add trigger warning
Add trigger warning next to link,Add trigger warning next to link to this article. Add trigger warning
Add trigger warning before link is clicked,Add trigger warning before link is clicked. Add trigger warning to link before click.
"Could consider adding more diverse e-book platforms (perhaps inspired from the ones already included as part of the reading list, like the Indian Journal of Applied Research)",Could consider adding more diverse e-book platforms (perhaps inspired from the ones already included as part of the reading list)
same as previous row,Same as previous row. same as
Robert could promote the International Forensic Women's Day - perhaps under 'Networks' on the Padlet reading list as a 'bonus' in female student's progress and success in forensic science,Robert could promote the International Forensic Women's Day - perhaps under 'Networks' on the Padlet reading list.
Perhaps consider diversifying the databases used,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best
Explore adding links to more diverse Web of Science databases,Web of Science is a collection of diverse Web of Science databases. Explore more diverse databases by exploring our search box.
Add trigger warning slides right before slides with sensitive material - especially images,Add trigger warning slides right before slides with sensitive material - especially images.
Consider asking questions related to students experience in the context of EDI,Consider asking questions related to students experience in the context of EDI.
Discuss with Robert: are there restraints to finding more diverse important figures in forensic science? Is it difficult to find resources/historical figures that are female and/or BME? Is it feasible to diversify these figures in the lecture slides/readings?,Are there restraints to finding more diverse important figures in forensic science? Is it difficult to find resources/historical figures that are female and/or BME. Is it feasible to diversify these figures in the lecture slides/readings
Consider diversifying case studies ,Consider diversifying case studies. Consider diversifying case studies
"1. Include more leading questions in the feedback surveys about diverity and inclusion: do students see themselves in the material? can they identify with it, can they relate to it? 
2. Potential  insight from student focus group: Explore how students engage with the feedback forms - response rate - are the questions tackling things they want to talk about, etc","Do students see themselves in the material? Can they identify with it, can they relate to it? Explore how students engage with the feedback forms."
"1.Integrate some of the reading from the Diverse Padlet into the main reading list
2. Increase the visibility of this diverse reading list
In the student focus group phase, discuss the accessibility and value that students feel this diverse reading list has to their studies - do they access this diverse reading often? Do they feel it contributes to their learning? Do they feel it is of importance?",Integrate some of the reading from the Diverse Padlet into the main reading list. Increase the visibility of this diverse reading list in the classroom.
"Discuss the terms used for hair type classifications with Robert, and change if necessary","Hair type classifications are based on hair length, length, and length of hair. Hair type is based on the length of a person's hair, length of their hair, and the length"
Consider adjusting the language in how gender is discussed in this slide to make learning more inclusive,Consider adjusting the language in how gender is discussed in this slide to make learning more inclusive.
add trigger warning beneath video, add trigger warning beneath video. add trigger Warning beneath video
Check the links and redefine them to the right resource,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each
Check the links and redefine them to the right resource,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each
Suggestion - potentially explore global south developments in fingerprint history that could be added to diversity this topic if there are resources out there to do so.,Suggestion - potentially explore global south developments in fingerprint history that could be added to diversity this topic.
Add trigger warnings next to the link to the Dropbox where this PPP is stored,Add trigger warnings next to the link to the Dropbox where this PPP is stored.
correct sentence,The correct sentence would be
"Add trigger warnings before the external PPP link  is accessed, or before the actual sensitive images on the external PPP","Add trigger warnings before the external PPP link is accessed, or before the actual sensitive images on the External PPP."
Perhaps add male oriented examinations images alongslide the female swab images,Perhaps add male oriented examinations images alongslide the female swab images.
Consider creating more diversity to the images depicting students in a classroom,Consider creating more diversity to the images depicting students in a classroom. Consider creating more Diversity to the Images depicting Students in A classroom.
Add trigger warning before link is clicked,Add trigger warning before link is clicked. Add trigger warning to link before click.
add trigger warnings under the link to this resource, add trigger warnings under the link to this resource.
The book and e-book are both included on reading list as two different sources,The book and e-book are both included on reading list as two different sources.
Provided commentary during the O.J. Simpson case. May be of interest to explore for students. See YouTube video (https://rl.talis.com/3/kent/lists/C39B1980-E9BB-D241-7463-F360665AC04E.html?lang=en), provided commentary during the O.J. Simpson case. May be of interest to explore for students.
"The book resource for The Forensic Laboratory Handbook Procedures and Practice is included twice on the reading list, consider removing one of them",The Forensic Laboratory Handbook Procedures and Practice is included twice on the reading list. Consider removing one of them.
